Categories,Source,Text,probabilities
lack of meaning,LGBWR,"Hello,my name is Wangchuhan I see the area I want to help you mlgb.thank! My like sing jump play basketball the zhegewenti is diffice I very don'like Enilish,but,LAOZIBUHUI,LAO ZI ZHI HUI SHUO CHINESE!MLGBD,SBDX,ZHEN NIMA XIA TOU MA D1234567890000 12354567 11 22 1234567 3 2B 1 2 333B 222 333 3212333 122 321 11 55 66 5 44 33 22 ERREYUFIERUI;32R GJKLSZ N SDD HMNR,VBFBB ZU ADHLSDCFJBC YJFYKHVHV FUIOGFVHJCF DTDHKC HCFJ,N SDGYJC GHDK FHF CKHV, GJF,JC DC,C CKFJCN FUKNCHJUOM DUYKCN  DSTSDKLJCB HC JS AKCVB SM ASABMC CMLGB DASB SNM SB BS SB SB SB SB SB SB SB NIGELAOPLUI MSDEWOPZHENFUL CAO NI MA !!SB SB SB SB SB SB SB SB SB SB SB SB SB SB SB SB SB THANK YOU DA SHA BI MALEGEBI SB SB SB SB SB SB SB SB SB SB BS BS SB SB SB SB  SB SB SB SB SB SB SB SB SBS SB SBSSBSBSBBBSBSSSBSBSBSBBSBSSBSBSSBSSBSSBBSBBSSBSSBSSBSBSBSBSBBSBSBSBSBSVBSBSBSBSBSBSBSBSBSBSBSBSSBSBBSBSBSBSBSBS BSBSB SB SB SB BS B SBS BS BS BS BS BS BS BHBSSS   BSSB SB SBSB BS SBSB SB SB SB BS BBS SSBBSBSBSBBSBSBBBSBSBBSBSBSBB SBBSBSBSBBBSSBBSSBSBBSSBSBBSBSSBSBSBBSBSBSBSBBSBSBSBBSBSBSBSBBSBSBBSBBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSBSCNMCNMCNMCNMNCCNMCNMCNMCNMCNMSBSBSBSBSBSBSBSB BSBSBSBSBSBSBSCNM,CNMCNMCNMCNM NCMC CNM CMM TNND DFDGDGDGCGDTGDDHJGDTYIFRDFHTFHDHSTRFFGUEDTGSRTEDAedywsrss我不会，爱谁弄谁弄去，真无语，还非要写这么多字，什么意思啊，中文不好吗，我真的很无语，真6，煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔 煞笔煞笔煞笔煞笔 煞笔煞笔煞笔 煞笔煞笔煞笔煞笔 煞笔煞笔煞笔煞笔是不是煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔煞笔sbsbsbsbssbb WOZFL QDQBJDQBDQWB JKQSHOWQDGB JWDHIOQWDBHDG JDFHQEFBJAS JHKLASB BDFHSC DHAKLSN DJBNCASB MLCBASJKLFCB DHKLQWBDC HDCKJLSAHGHFIOEFH JDSBJHAIYJHHAY NAS CJHHFIQIHDFA SBDJAH BJK JGOTFGFYI FKFUOREDTEI434Q FFGFJFHCDTUDHVV CFHJDYIRCGEU GHFDJTDGS GEDGHJDG DYFEDDUTF FDJFHCV   DF   YTFGH   FFFFD D DD  D DDD DDDD D DD D D D D DD DDDD D DDGDDD  DDD DDD D  D D D DD DD DD DF T T T T T T T T T T T T T T T T  T T T  MMMMMMM M MM MM  M M  M MMM M M M M M M  DD D  DD D DD   DD D DD D D D D D DDDDSS S S S S S S S  SS S S S S  S SS SSSS S S S S S S S S S S S S S S S S S S S S S S S S S S S R  RT TY U  UI  OIU Y T R T YUIITTYU R TY Y   Y TG GVB   GD HJOJHB  GHFHHGDFDG GHGFDHJ FFYERSDV GHDD DJGGHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH  HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH    HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH HHHHHHHHHHHHHHHHH   HHHHH H HHH  H HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEENNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWUIUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYYUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUULLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJJIKIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAANNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊阿萨啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊吗吗吗吗吗吗吗 mm m   m m m  m m m m m m m   bb  b  b b  bb b b  bb b b b  bbbbbbbb b b b b b b b b b b b b b b b b b b b b b b b b b b b b b b                         b b  h bv gv bnvb nbguj vnyugv vhmc  tyh  yugn nhg  g bghgvnb bv hbv vh gv hv bgn jkyifv  jngmnvhg gjk lfjmggh fh bjkjk g jtutufryjpcppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp","[0.4903203547000885, 0.5096796751022339]"
lack of meaning,LGBWR,larn the poik hr mer fgv kfj riw krk riLearn to plano group iesson frnds apot thes mangkt to kom apot ths a iht yo so mthsh mtch dkd oleo l2ije  ikdf oe ki3 0002k jeue 3oi5 olg jfhg dkj eiej foe    eori our iie u4 i3u u4e iri ,"[0.48402470350265503, 0.5159752368927002]"
lack of meaning,LGBWR,"Sirintip Kainoonsing  21/8 Nasang Distric,Selaphum, Roi- Et 45120","[0.4842550456523895, 0.5157449245452881]"
lack of meaning,LGBWR,                                                                TXAGG      ----  ----+++                                                              T                                                        ZZZ                                                            +++        -----                                                                            T                                                            ++++    -DTT                                    ++---                                                                                                                                                                                                                                                                                                                                                           ..0000            3  3      +  +  0.    *///---*-      ,"[0.467714786529541, 0.5322852730751038]"
lack of meaning,LGBWR,I AM DILBAR .I  I AM LAUF BU,"[0.4918985664844513, 0.5081014037132263]"
lack of meaning,LGBWR,"I'm not go to tourists citi. My nome's Dilnoza. I'm not merredit. my proffesh Architekt. I work Qaraqalpak stati Universitet nombe Berdak. My familiy 7 peopli. Father, mather, two sisters and two brathers. My father nome's Yusupbay, My mather nome's Bibiaisha. My sisters nome's Muyassar and Gulasal, My brathers nome's Baxram and Alibek. ","[0.4844619929790497, 0.5155380368232727]"
lack of meaning,LGBWR,"      From;zack                  Ma tadye is butful. This new fredy is do homerworke,I dont homerwoker is intersting.I is her happy  I lunnch,is pizay is dilershes her lunnch isbeff, the baskataball her is go homer my fivo go to shool  the shool is stunder interster my loves shool is stunder.","[0.48246148228645325, 0.5175385475158691]"
lack of meaning,LGBWR,"My Full  naym is Inom Islomov Saidalimovich.I'm 36 years olt.my form is smok .My haus keytl .I donthave spesial Enjiner Energetik.My to'tor 8 years .I have institud akkaund telegram ,instogram ,fesbuk yes .My sity Jizzax . ","[0.4850728511810303, 0.5149271488189697]"
meaningless sequence,LGBWR,"     hfgf'hg'gfvvfcc'bhvg'hvvg'vgvhg'bkgv'hhdjd'gvg'n;bh;jh;nk;jikj'bj;b,jhujyg'hhgg'jhj;hbhll  kknk'nj;njjhb;bjmbjcdzsgu'ffgvgh'hfss'hyg'gggb'jhg;hgvgg;fgdf;dfdhdhr'fdd;hgfhfrw;hje;huytukksag;dgrhrhr;rhhgfhf;fdhfgh;htrt;jnh;fh;hrtrhtrh;h;hhb;gffb;gfg;hgg;asgv;vvf;f vvf;cvfc;cvf;vfgth;hnhr;fw;r;hntm;gg;","[0.47944918274879456, 0.5205508470535278]"
meaningless sequence,LGBWR,"hjjg;'gfkykygh`uye'rtyt'yj'jhk,'jj'hinnj`bvhk,`vhhv`vvn``vkhh`hfxl`xxed`kui`gc bgh`xbfi`ddtjy`fdj`    hddujtrduf`fffy`ffulkyd`hlufdds`dlyfd`ggfk`gvfdfl.hd`vgfhgfjkhj`ffkjgdfj`fdse;`duydf`ygy`yoyi`tdtf`jglfc`gfcg`vhfcx`hdfd`fgdfhg`fdfg`bhfdfd`fxdhg`fccj`xhgf`fhf`cg`hggf`hghfgf`fcgggf`ffhffgf`xfhj`fgf`xcgfx`hxhxf`fcj`jhgj`ghg`hg`vjgghjhg`hhg`hk`hsfhj`hxx`gsg`jhs`gg`ggfh`gfjhg`hghggggf`cf`fj`cxf`f`gd`gkh`dgxjhggkh`xfghgfxct`fgfvgjh`fgdsajj`j;sszs`f vggg`fff`hf`fyf`ftjhg`tfytfiyf`fffd`tftfty`ftftftyf`sakg`wewty`dc`ytdxg`fdc`gd``ddgfd`dfgjhd`dsgf`dfdf`gk`dggf`gffg·dfd`gfxhjdhf`xcfg`gfjgffx`fhgks`gbh`xdzz`hfhfgh`hkjhhkj`vgd`gfdgfd`hkg`gf`jk`hg`xvx`hgfg`fxfggcg`f`ffd`dgfds`dds`dfrg`dhgd`gdj`hifh`chvh`gc`ggd`gjg`ggjghd`yd`gf`fdg`g`hf`gbfdf`bvbc`vd`nndgffnnf`vcgg`dfdvcg`sggfd`hgth`hjooh`ju`gff`guf`ffu``dfdfvc`cj`gdj`gfjgjg`gfghjhg`gfjfkgt`gfkhjfg`ffg`dhgjh`ff`gjg`gjhjhg`fghj`dhgd`dgfgf`hgfdhgdjd`dhgdd`fdgfdg`dhh`dffdgfhdhg`hgfdhdh`fdhgfsf`dhgfdhdjh`lgkjhg`ddhgf`jjg`gdgh`gjhgd`gf`jghjh`gfjj`ghgd`ghdgh`fgfjdrdu`jkj`fhfk`fdg`jf`iuh`dg`jhfgt`gdxs`fjyu`fhd`dgs`1-6`fgjg`gjhg`gjh`jgjg`gj`jgj.  gjg,gcjghg,ffk,dtycgfdiu,jjjt,jtjtjt,jttt,tut,uryr,utu,uryr,uue,uyui,l,jl,dsed,dhdh,jtrjhtrj,jyte,hrhrhr.","[0.4830910563468933, 0.5169089436531067]"
meaningless sequence,LGBWR,My oid tablet has broken bnSDJKLbnkladgnbENJB.SDZFBVKLbnkifkjfboadbnaflbadjk;fbndadfkjsk;jdfvbjbjk;bnosjklfbvjlbnl;jsfbj;aldkfbjkbnalfkbjfbbflj;dfbinlnbfnjklnbFKnlkfnbldfnbljdfanbnk dbjkdbffbjlvfhdfbnjabnjbebfnoajieadfjnfdfnnjbhodfhnjbnnfdbndfnbnfdkljgfklbngngnnxnbnlkndfbndfbnbnvnbnbn xknlbk nnbnnbnklbnklbnbnnlvcbnzcvlkgn bzdkjfbgbnjkdf  cvxbjkdfbjkbfjk  dfhdkjfbfbnzkjdfhujbdfzbfjkzfvbkjf ohfdbvhobhvhdfobhfdbhdfzoidzfbhilkfjbzjbdznklnbkzbsdvfbjklzdb bbjzjhzxcvbkzxcvjxcvbncbxcncxnxcb    xczmkvhzhuizodsfhziudfbkdjbkcvbiiuvbh vbivivb zvhb vbkvjnvkjbnvkjkjvbv zvmndcc    cnjvbdvbjcXBHJ vj bhjchjcbnbvjhjbvhjghcxvcvbj bvyivcbjvbjbxdcbv b b bxbj bxb bxbj cjbjxc xc  xcbnxvcjhgvxbvbvjxbvjxhcb hj  b xcjhvbxcvhxbjvbxcbvx   xcgjvxcvjvxc ccvxcvbxcv  cxv bxcnvxvvjznvdcv jsdvbhu  vjvhuzvvjhzsdbjkbzxdvhakvhizS bj  vSViSVusVsvkbguSDVKLuvgSJVbgfdvgs  v   vsgI,"[0.4837877154350281, 0.5162122249603271]"
